I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo Desc. Tipo,,0Km,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
I,08905216,A,,089,05,216,MAZDA,MAZDA 2 SEDAN 5 PUERTAS,,,,,,,,,,,,,,,,1922500,1858400,1794400,1721800,1658100,1594300,1530500,1459600,1396100,1332600,1269200
I,08912038,A,,089,12,038,MAZDA,MPV FAMILIAR,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08913038,A,,089,13,038,MAZDA,MPV FURGON,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08904038,A,,089,04,038,MAZDA,MPV RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08912039,A,,089,12,039,MAZDA,MPV - V6 FAMILIAR,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08912203,A,,089,12,203,MAZDA,MPV DX FAMILIAR,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08912209,A,,089,12,209,MAZDA,MPV ES FAMILIAR,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08912179,A,,089,12,179,MAZDA,MPV GLX FAMILIAR,,,,,,,,,,,,,,,,,,,,,,,,2976600,2764000,2551400
I,08904135,A,,089,04,135,MAZDA,MPV LC41 RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,2891600
I,08904136,A,,089,04,136,MAZDA,MPV LC44 RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,2891600
I,08912062,A,,089,12,062,MAZDA,MPV LX FAMILIAR,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08912063,A,,089,12,063,MAZDA,MPV LXE FAMILIAR,,,,,,,,,,,,,,,,,,,,,,,,2976600,2764000,2551400
I,08913027,A,,089,13,027,MAZDA,MVP FURGON,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08926095,A,,089,26,095,MAZDA,MX5 DESCAPOTABLE,,,,,,,,,,,,,,18853800,16160400,14544000,13467000,12390000,11850600,,,,,,,
I,08904217,A,,089,04,217,MAZDA,PRIMACY 2.0 DVTD RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,3401900,3189300,2976600,2764000
I,08921046,A,,089,21,046,MAZDA,RX7 COUPE,,,,,,,,,,,,,,,,,,,,,,,,,,4039700
I,08912212,A,,089,12,212,MAZDA,5  GT 2.3 FAMILIAR,,,,,,,,,,,,,,,,,,5509000,5228600,4943400,,,,,,
I,S4021002,A,,S40,21,002,MCLAREN,570S COUPE,,,,,578956000,558279000,,,,,,,,,,,,,,,,,,,,
N,0092930,A,009,29,23,30,MERCEDES BENZ,05 1114/45 CAMION,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09214148,A,,092,14,148,MERCEDES BENZ,1019 AF CAMION,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09214152,A,,092,14,152,MERCEDES BENZ,1117 D CAMION,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09217152,A,,092,17,152,MERCEDES BENZ,1117 D CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09217021,A,,092,17,021,MERCEDES BENZ,1214 CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
N,0092983,A,009,29,23,83,MERCEDES BENZ,1214/45 CAMION,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
N,0092929,A,009,29,23,29,MERCEDES BENZ,1214/48 CAMION,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09217492,A,,092,17,492,MERCEDES BENZ,1214C CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09234453,A,,092,34,453,MERCEDES BENZ,1215/48 SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,,11340000,10410000
I,09217675,A,,092,17,675,MERCEDES BENZ,1215C CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09217770,A,,092,17,770,MERCEDES BENZ,1222 CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,41652500,40090000,38555400,37047800,,,,
I,09214658,A,,092,14,658,MERCEDES BENZ,1315 C/48 CAMION,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09217658,A,,092,17,658,MERCEDES BENZ,1315 C/48 CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09214255,A,,092,14,255,MERCEDES BENZ,1317 CAMION,,,,,,,,,,,,,,,,,,,,,,,,,10759200,9880000
I,09214A41,A,,092,14,A41,MERCEDES BENZ,1317/37 CAMION,,,,,,,,,,,,,,24547200,23086300,21625400,20456700,19287100,18265000,17534100,16803200,,,,,
I,09217017,A,,092,17,017,MERCEDES BENZ,1414 CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,,,,10545300,9684000
I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo,Desc. Tipo,0Km,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
I,09214648,A,,092,14,648,MERCEDES BENZ,1417,CAMION,,,,,,,,,,,,,,,,,,,,,,,,10545300,9684000
I,09214184,A,,092,14,184,MERCEDES BENZ,1417C II,CAMION,,,,,,,,,,,,,,,,,,,,,,,,10545300,9684000
I,09217020,A,,092,17,020,MERCEDES BENZ,1418,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,,,10759200,9880000
I,09214538,A,,092,14,538,MERCEDES BENZ,1418 R,CAMION,,,,,,,,,,,,,,,,,,,,,,,,10759200,9880000
I,09217538,A,,092,17,538,MERCEDES BENZ,1418 R,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,14773300,13732200,10759200,9880000
I,09214579,A,,092,14,579,MERCEDES BENZ,1419,CAMION,,,,,,,,,,,,,,,,,,35204800,33888700,32594100,31319400,30067100,28836300,27627200,26437800
I,09214612,A,,092,14,612,MERCEDES BENZ,1518,CAMION,,,,,,,,,,,,,,,,,,,,,,,,10759200,9880000
I,09217018,A,,092,17,018,MERCEDES BENZ,1614,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,15588700,14374100,13241400,12185900,11203300,10288200
I,09217019,A,,092,17,019,MERCEDES BENZ,1618,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,,,10759200,9880000
I,09217570,A,,092,17,570,MERCEDES BENZ,1620,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,34511700,33218100,31946000,30696400,29468300,28261000,27077000,25912800
I,09214044,A,,092,14,044,MERCEDES BENZ,1622,CAMION,,,,,,,,,,,,,,,,,,,,,,,,21817800,20879300
I,09217044,A,,092,17,044,MERCEDES BENZ,1622,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,31536900,30354700,29191400,28049700,26928600,25825600,24742300,23678800
I,09214754,A,,092,14,754,MERCEDES BENZ,1623,CAMION,,,,,,,,,,,,,,,,,,,,,,,,21817800,20879300
I,09214841,A,,092,14,841,MERCEDES BENZ,1624,CAMION,,,,,,,,,,,,,38684000,37363300,36064300,34788600,34440700,32302000,,,,,,,
I,09214205,A,,092,14,205,MERCEDES BENZ,1625,CAMION,,,,,,,,,,,,,,,,,,31536900,30354700,29191400,28049700,26928600,25825600,24742300,23678800
I,09214185,A,,092,14,185,MERCEDES BENZ,1625 S,CAMION,,,,,,,,,,,,,,,,,,31536900,30354700,29191400,28049700,26928600,25825600,24742300,23678800
I,09214187,A,,092,14,187,MERCEDES BENZ,1625L II,CAMION,,,,,,,,,,,,,,,,,,31536900,30354700,29191400,28049700,26928600,25825600,24742300,23678800
I,09234390,A,,092,34,390,MERCEDES BENZ,1633,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,35240000,33730000
I,09214264,A,,092,14,264,MERCEDES BENZ,1635,CAMION,,,,,,,,,,,,,,,,,,,,,,,,32784700,31375100
I,09217303,A,,092,17,303,MERCEDES BENZ,1718,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,32352300,31090100,29846800,28625100,27424000,26245400
I,09234437,A,,092,34,437,MERCEDES BENZ,1718,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,34780000,33420000,32090000,30770000,29480000,28210000
I,09217480,A,,092,17,480,MERCEDES BENZ,1718 K,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,32352300,31090100,29846800,28625100,27424000,26245400
I,09217686,A,,092,17,686,MERCEDES BENZ,1718A,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,32352300,31090100,29846800,28625100,27424000,26245400
I,09217728,A,,092,17,728,MERCEDES BENZ,1718M,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,32352300,31090100,29846800,28625100,27424000,26245400
I,09214631,A,,092,14,631,MERCEDES BENZ,1719,CAMION,,,,,,,,,,,,,,,,,,35204800,33888700,32594100,31319400,30067100,28836300,27627200,26437800
I,09217539,A,,092,17,539,MERCEDES BENZ,1720,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,35204800,33888700,32594100,31319400,30067100,28836300,27627200,26437800
I,09214768,A,,092,14,768,MERCEDES BENZ,1720A,CAMION,,,,,,,,,,,,,,,,,,35204800,33888700,32594100,31319400,30067100,28836300,27627200,26437800
I,09217768,A,,092,17,768,MERCEDES BENZ,1720A,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,35204800,33888700,32594100,31319400,30067100,28836300,27627200,26437800
I,09217765,A,,092,17,765,MERCEDES BENZ,1720A 4X4,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,35204800,33888700,32594100,31319400,30067100,28836300,27627200,26437800
I,09217638,A,,092,17,638,MERCEDES BENZ,1720K,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,35204800,33888700,32594100,31319400,30067100,28836300,27627200,26437800
I,09228573,A,,092,28,573,MERCEDES BENZ,1721S/32,TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,,,,,,,28264600,27048200
I,09214275,A,,092,14,275,MERCEDES BENZ,1722,CAMION,,,,,,,,,,,,,,,,,,,,,,,,28264600,27048200
I,09234460,A,,092,34,460,MERCEDES BENZ,1722,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,30380000,29080000
I,09228275,A,,092,28,275,MERCEDES BENZ,1722,TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,,,,,,,28264600,27048200
I,09234459,A,,092,34,459,MERCEDES BENZ,1722S/32,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,30380000,29080000
I,09228665,A,,092,28,665,MERCEDES BENZ,1723 S/32,TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,,,,,,,28264600,27048200
I,09217772,A,,092,17,772,MERCEDES BENZ,1728,CHASIS C/CABINA,,,,,,,,,,,,,,,,,40825400,38290200,36854500,35443100,34056800,,,,
I,09214913,A,,092,14,913,MERCEDES BENZ,1824,CAMION,,,,,,,,,,,,,,,,,,33916600,32645400,31394900,30165900,28960400,27773700,26609500,25466000
I,09214840,A,,092,14,840,MERCEDES BENZ,1834,CAMION,,,,,,,,,,,,,,,,,,33916600,32645400,31394900,30165900,28960400,27773700,26609500,25466000
I,09228553,A,,092,28,553,MERCEDES BENZ,1840 S,TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,,,,,,,32784700,31375100
I,09214660,A,,092,14,660,MERCEDES BENZ,1919 45C,CAMION,,,,,,,,,,,,,,,,,,,,,,14809200,13732200,10759200,9880000
I,09214180,A,,092,14,180,MERCEDES BENZ,1919 45L,CAMION,,,,,,,,,,,,,,,,,,,,,,14809200,13732200,10759200,9880000
I,09214689,A,,092,14,689,MERCEDES BENZ,1919K,CAMION,,,,,,,,,,,,,,,,,,,,,,14809200,13732200,10759200,9880000
I,09214671,A,,092,14,671,MERCEDES BENZ,1923,CAMION,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09217512,A,,092,17,512,MERCEDES BENZ,1928,CHASIS C/CABINA,,,,,,,,,,,,,,,,,40825400,38290200,36854500,35443100,34056800,,,,
I,09217488,A,,092,17,488,MERCEDES BENZ,1928 AS 4X4,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09214194,A,,092,14,194,MERCEDES BENZ,1933 LS,CAMION,,,,,,,,,,,,,,,,,,,,,,,,,33817700
I,09214015,A,,092,14,015,MERCEDES BENZ,1935,CAMION,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09217015,A,,092,17,015,MERCEDES BENZ,1935,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09234380,A,,092,34,380,MERCEDES BENZ,1935/1938/1941 OTROS,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,45340000,43640000,41970000,40330000,38720000,37130000,35580000,34050000
I,09234374,A,,092,34,374,MERCEDES BENZ,1935/1938/41,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,45340000,43640000,41970000,40330000,38720000,37130000,35580000,34050000
I,09228595,A,,092,28,595,MERCEDES BENZ,1935AS,TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09214720,A,,092,14,720,MERCEDES BENZ,1936 AK,CAMION,,,,,,,,,,,,,,,,,,,,,,,,,33817700
I,09217284,A,,092,17,284,MERCEDES BENZ,1938,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09234377,A,,092,34,377,MERCEDES BENZ,1938,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,45340000,43640000,41970000,40330000,38720000,37130000,35580000,34050000
I,09228693,A,,092,28,693,MERCEDES BENZ,1938 S,TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09217016,A,,092,17,016,MERCEDES BENZ,1941,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,,,,33817700
I,09228798,A,,092,28,798,MERCEDES BENZ,1944S,TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09214886,A,,092,14,886,MERCEDES BENZ,2038,CAMION,,,,,,,,,,,,,,,,,,42181100,40598800,39044500,37517100,36016600,34542300,33093100,31670900
I,09214557,A,,092,14,557,MERCEDES BENZ,2222B,CAMION,,,,,,,,,,,,,,,,,,,,,,,,21817800,20879300
I,09214607,A,,092,14,607,MERCEDES BENZ,2224,CAMION,,,,,,,,,,,,,,,,,,,,,,,,21817800,20879300
I,09214555,A,,092,14,555,MERCEDES BENZ,2224B,CAMION,,,,,,,,,,,,,,,,,,,,,,,,21817800,20879300
I,09214545,A,,092,14,545,MERCEDES BENZ,2225 B,CAMION,,,,,,,,,,,,,,,,,,,,,,,,21817800,20879300
I,09214524,A,,092,14,524,MERCEDES BENZ,2225 B 6X4,CAMION,,,,,,,,,,,,,,,,,,,,,,,,21817800,20879300
I,09214549,A,,092,14,549,MERCEDES BENZ,2235,CAMION,,,,,,,,,,,,,,,,,,,,,,,,30743100,29421600
I,09221803,A,,092,21,803,MERCEDES BENZ,230C,COUPE,,,,,,,,,,,,,,,,,,,,,,,,,10040000
I,09234418,A,,092,34,418,MERCEDES BENZ,2318,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,35250000,33810000,32390000,31000000
I,09234416,A,,092,34,416,MERCEDES BENZ,2318/2325,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,35250000,33810000,32390000,31000000
I,09214240,A,,092,14,240,MERCEDES BENZ,2320 L6X2/4,CAMION,,,,,,,,,,,,,,,,,,,,,,32792800,31449700,30130900,28836300
I,09214597,A,,092,14,597,MERCEDES BENZ,2324,CAMION,,,,,,,,,,,,,,,,,,,,,,,,30743100,29421600
I,09234419,A,,092,34,419,MERCEDES BENZ,2325,SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,,31590000
I,09217718,A,,092,17,718,MERCEDES BENZ,2423 B,CHASIS C/CABINA,,,,,,,,,,,,,,,,48246600,45964100,41652500,40090000,38555400,37047800,35565300,34109000,,
I,09214690,A,,092,14,690,MERCEDES BENZ,2423 K,CAMION,,,,,,,,,,,,,,,51404800,47466300,46991600,44073500,,,,,,,
I,09217690,A,,092,17,690,MERCEDES BENZ,2423 K,CHASIS C/CABINA,,,,,,,,,,,,,,,,48246600,45964100,41652500,40090000,38555400,37047800,35565300,34109000,,
I,09214516,A,,092,14,516,MERCEDES BENZ,2426,CAMION,,,,,,,,,,,,,,,,48246600,45964100,41652500,40090000,38555400,37047800,35565300,34109000,,
I,09217771,A,,092,17,771,MERCEDES BENZ,2428,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,41652500,40090000,38555400,37047800,,,,
I,09214872,A,,092,14,872,MERCEDES BENZ,2528 6X4,CAMION,,,,,,,,,,,,,,,,,,41652500,40090000,38555400,37047800,,,,
I,09214877,A,,092,14,877,MERCEDES BENZ,2528 6X4/4,CAMION,,,,,,,,,,,,,,,,,,41652500,40090000,38555400,37047800,,,,
I,09214729,A,,092,14,729,MERCEDES BENZ,2540,CAMION,,,,,,,,,,,,,,,,,,,,,,52891800,50727000,48599000,46508900
I,09214489,A,,092,14,489,MERCEDES BENZ,2626,CAMION,,,,,,,,,,,,,,,,,,,,,,52891800,50727000,48599000,46508900
I,09217046,A,,092,17,046,MERCEDES BENZ,2628,CHASIS C/CABINA,,,,,,,,,,,,,,,,,,41652500,40090000,38555400,37047800,,,,
I,09214599,A,,092,14,599,MERCEDES BENZ,2631,CAMION,,,,,,,,,,,,,,,,,,,,,,52891800,50727000,48599000,46508900
I,09214548,A,,092,14,548,MERCEDES BENZ,2631 B 6X4,CAMION,,,,,,,,,,,,,,,,,,,,,,52891800,50727000,48599000,46508900
I,09214263,A,,092,14,263,MERCEDES BENZ,2632K,CAMION,,,,,,,,,,,,,,,,,,,,,37218600,35729900,34267200,32829700,31418300
I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo Desc. Tipo 0Km,,,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
I,09214045,A,,092,14,045,MERCEDES BENZ,2636 CAMION,,,,,,,,,,,,,,,,,,,,,,,52891800,50727000,48599000,46508900
I,09228045,A,,092,28,045,MERCEDES BENZ,2636 TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,,,,,,52891800,50727000,48599000,46508900
I,09217229,A,,092,17,229,MERCEDES BENZ,2638 AK CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,63002800,60640200,58319000,,,,,
I,09228567,A,,092,28,567,MERCEDES BENZ,2640S 6X4 TRACTOR DE CARRETERA,,,,,,,,,,,,,,,,,,,,,,,52891800,50727000,48599000,46508900
I,09217969,A,,092,17,969,MERCEDES BENZ,2726 B CHASIS C/CABINA,,,,,,,,,,,,,,74543300,71998200,69496300,,,,,,,,,,
I,09217968,A,,092,17,968,MERCEDES BENZ,2726 K CHASIS C/CABINA,,,,,,,,,,,,,76362000,73798900,71278100,68801400,,,,,,,,,,
I,09204087,A,,092,04,087,MERCEDES BENZ,300 TE RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,10800000
N,04029BM,A,040,29,22,BM,MERCEDES BENZ,313 CDI/F 4025 FURGON,,,,,,,,,,,,,,19139700,18714500,18528400,18343200,18159800,17978200,,,,,,,
I,09204077,A,,092,04,077,MERCEDES BENZ,320 SW RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,22670000,21590000,20520000
I,09214533,A,,092,14,533,MERCEDES BENZ,3228 CAMION,,,,,,,,,,,,,,,,,,,,,,37218600,35729900,34267200,32829700,31418300
I,09214546,A,,092,14,546,MERCEDES BENZ,3229 CAMION,,,,,,,,,,,,,,,,,,,,,,37218600,35729900,34267200,32829700,31418300
I,09214544,A,,092,14,544,MERCEDES BENZ,3233 B CAMION,,,,,,,,,,,,,,,,,,,,,,37218600,35729900,34267200,32829700,31418300
I,09214547,A,,092,14,547,MERCEDES BENZ,3234 B CAMION,,,,,,,,,,,,,,,,,,,,,,37218600,35729900,34267200,32829700,31418300
I,09214496,A,,092,14,496,MERCEDES BENZ,3328I CAMION,,,,,,,,,,,,,,103461400,93094100,79477900,,,,,,,,,,
I,09214289,A,,092,14,289,MERCEDES BENZ,3535 8X4 CAMION,,,,,,,,,,,,,,,,,,,,,,37218600,35729900,34267200,32829700,31418300
I,09215643,A,,092,15,643,MERCEDES BENZ,412 DF TRANS.DE PASAJEROS,,,,,,,,,,,,,,,,,,,,,,,,,9942000,9445800
I,09213663,A,,092,13,663,MERCEDES BENZ,412D FURGON,,,,,,,,,,,,,,,,,,,,,,,,,8700500,8264500
N,04029BN,A,040,29,22,BN,MERCEDES BENZ,413 CDI/F 3550 FURGON,,,,,,,,,,,,,,19113600,18001600,16638700,15985100,15398100,14811000,14353400,13832000,13376200,12853900,12072700,10625300,
I,09202201,A,,092,02,201,MERCEDES BENZ,450 SEL SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,14040000,12960000,12420000,11880000,,
I,09201346,A,,092,01,346,MERCEDES BENZ,500 SLC SEDAN 2 PUERTAS,,,,,,,,,,,,,,,83320000,75540000,66650000,46290000,44440000,41660000,38880000,37030000,34250000,32400000,30550000,29620000
N,00929FN,A,009,29,26,FN,MERCEDES BENZ,693 VERSION 1720 36 CHASIS CON CABINA,,,,,,,,49089900,48058700,47043800,46044100,45059700,43570900,42109200,40670800,,,,,,,,,,,
N,00929FP,A,009,29,26,FP,MERCEDES BENZ,693 VERSION 1720 48 CHASIS CON CABINA,,,,,,,,49089900,48058700,47043800,,,,,,,,,,,,,,,,
N,05329FP,A,053,29,26,FP,MERCEDES BENZ,693 VERSION 1720 48 CHASIS CON CABINA,,,,,,,,49089900,48058700,47043800,,,,,,,,,,,,,,,,
N,00929CR,A,009,29,26,CR,MERCEDES BENZ,693 VERSION 1720/36 CHASIS C/CABINA,,,,,,,,49089900,48058700,47043800,46044100,45059700,43570900,42109200,40670800,,,,,,,,,,,
N,00929CS,A,009,29,26,CS,MERCEDES BENZ,693 VERSION 1720/48 CHASIS C/CABINA,,,,,,,,,,46544800,45555900,44581400,43108800,41662400,40238300,,,,,,,,,,,
N,00929FR,A,009,29,94,FR,MERCEDES BENZ,695 VERSION 1735 45 TRACTOR CON CABINA DORMITORIO,,,,,101317300,98030600,94823800,91697100,87112200,82756500,,,,,,,,,,,,,,,,
N,00929FS,A,009,29,93,FS,MERCEDES BENZ,695 VERSION 1735 51 CHASIS CON CABINA DORMITORIO,,,,,102817700,99481500,96229000,93056400,88403200,83983700,,,,,,,,,,,,,,,,
I,09217023,A,,092,17,023,MERCEDES BENZ,709 CHASIS C/CABINA,,,,,,,,,,25553200,23999700,22537900,20912500,19394100,17975500,16649500,15411600,14641100,13176600,12169800,11231200,10355600,9539300,8780500,8072100,7413200
I,09234396,A,,092,34,396,MERCEDES BENZ,709D/4250/3700 SIN ESPECIFICACION,,,,,,,,,,27470000,25800000,24230000,22480000,20850000,19320000,17900000,16570000,15740000,14160000,13080000,12070000,11130000,10250000,9440000,8680000,7970000
I,09217272,A,,092,17,272,MERCEDES BENZ,710 CHASIS C/CABINA,,,,,,,,,,25553200,23999700,22537900,20912500,19394100,17975500,16649500,15411600,14641100,13176600,12169800,11231200,10355600,9539300,8780500,8072100,7413200
I,09234403,A,,092,34,403,MERCEDES BENZ,710 SIN ESPECIFICACION,,,,,,,,,,27470000,25800000,24230000,22480000,20850000,19320000,17900000,16570000,15740000,14160000,13080000,12070000,11130000,10250000,9440000,8680000,7970000
I,09214852,A,,092,14,852,MERCEDES BENZ,711D CAMION,,,,,,,,,,,,,,,,,,,,,,11095500,10221600,9407100,8647500,7941800
I,09217617,A,,092,17,617,MERCEDES BENZ,712C CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,11095500,10221600,9407100,8647500,7941800
I,09214609,A,,092,14,609,MERCEDES BENZ,813 CAMION,,,,,,,,,,25553200,23999700,22537900,20912500,19394100,17975500,16649500,15411600,14641100,13176600,12169800,11231200,10355600,9539300,8780500,8072100,7413200
I,09214022,A,,092,14,022,MERCEDES BENZ,912 CAMION,,,,,,,,,,25553200,23999700,22537900,20912500,19394100,17975500,16649500,15411600,14641100,13176600,12169800,11231200,10355600,9539300,8780500,8072100,7413200
I,09217022,A,,092,17,022,MERCEDES BENZ,912 CHASIS C/CABINA,,,,,,,,,,25553200,23999700,22537900,20912500,19394100,17975500,16649500,15411600,14641100,13176600,12169800,11231200,10355600,9539300,8780500,8072100,7413200
I,09234406,A,,092,34,406,MERCEDES BENZ,912/913 SIN ESPECIFICACION,,,,,,,,,,27470000,25800000,24230000,22480000,20850000,19320000,17900000,16570000,15740000,14160000,13080000,12070000,11130000,10250000,9440000,8680000,7970000
I,09234411,A,,092,34,411,MERCEDES BENZ,912/913 OTROS SIN ESPECIFICACION,,,,,,,,,,27470000,25800000,24230000,22480000,20850000,19320000,17900000,16570000,15740000,14160000,13080000,12070000,11130000,10250000,9440000,8680000,7970000
I,09234409,A,,092,34,409,MERCEDES BENZ,912-42 SIN ESPECIFICACION,,,,,,,,,,27470000,25800000,24230000,22480000,20850000,19320000,17900000,16570000,15740000,14160000,13080000,12070000,11130000,10250000,9440000,8680000,7970000
I,09217297,A,,092,17,297,MERCEDES BENZ,914 CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,11095500,10221600,9407100,8647500,7941800
I,09214212,A,,092,14,212,MERCEDES BENZ,"914/42,5 CAMION",,,,,,,,,,,,,,,,,,,,,,11095500,10221600,9407100,8647500,7941800
I,09217212,A,,092,17,212,MERCEDES BENZ,"914/42,5 CHASIS C/CABINA",,,,,,,,,,,,,,,,,,,,12837700,11847000,10924600,,,,
I,09217592,A,,092,17,592,MERCEDES BENZ,914C CHASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,11095500,10221600,9407100,8647500,7941800
N,00929FW,A,009,29,26,FW,MERCEDES BENZ,958 ATEGO 1720 36 CHASIS CON CABINA,,,,,,,47647900,46653600,45673700,44708200,,,,,,,,,,,,,,,,
N,00929FX,A,009,29,93,FX,MERCEDES BENZ,958 ATEGO 1720 42 CHASIS CON CABINA DORMITORIO,,,,,,,49869300,48828300,47802500,,,,,,,,,,,,,,,,,
N,00929FY,A,009,29,26,FY,MERCEDES BENZ,958 ATEGO 1720 48 CHASIS CON CABINA,,,,,,,48088400,47083300,46095300,45121700,,,,,,,,,,,,,,,,
N,05329GP,A,053,29,26,GP,MERCEDES BENZ,958 ATEGO 1726 /42 CE CHASIS CON CABINA 84120000,,,64530000,60340000,,,,,,,,,,,,,,,,,,,,,,
